brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,vehicle_age,price_per_mile,is_luxury,high_mileage,age_group
Ford,F-150 XLT,2022,33818,Gasoline,5.0,Automatic,Agate Black Metallic,Black,None reported,Yes,46552,4,1.3765043318844437,0,0,New
Jeep,Wagoneer Series III,2022,9099,Gasoline,5.7,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,None reported,Yes,68362,4,7.512307692307692,0,0,New
Volkswagen,GTI Base,2008,95798,Gasoline,200.0,6-Speed M/T,White,Black,None reported,Yes,9850,18,0.10281944487938287,0,0,Old
Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2016,35943,Gasoline,577.0,7-Speed A/T,Black,White,None reported,Yes,51700,10,1.4383485421767193,1,0,Moderate
Mazda,Mazda6 iSport VE,2008,106000,Gasoline,156.0,5-Speed A/T,Black,Beige,None reported,Yes,4300,18,0.04056565504099018,0,1,Old
Kia,Telluride EX X-Line,2023,10400,Gasoline,291.0,8-Speed A/T,Green,Green,None reported,Yes,48000,3,4.61494087107009,0,0,New
Chevrolet,Tahoe LT,2022,2894,Gasoline,355.0,10-Speed A/T,Blue,Beige,None reported,Yes,63900,4,22.072538860103627,0,0,New
Dodge,Durango GT,2022,15592,Gasoline,3.6,8-Speed Automatic,DB Black Clearcoat,Black,None reported,Yes,39985,4,2.564291669338806,0,0,New
Mercedes-Benz,AMG C 63 Base,2020,33548,Gasoline,469.0,9-Speed A/T,Silver,Black,None reported,Yes,57999,6,1.7287847625860682,1,0,Moderate
BMW,320 i xDrive,2016,185000,Gasoline,180.0,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,7500,10,0.04054032140366809,1,1,Moderate
Porsche,Macan GTS,2023,6483,Gasoline,2.9,7-Speed Automatic with Auto-Shift,Chalk,Black,None reported,Yes,96900,3,14.944478716841456,1,0,New
Honda,Pilot EX-L,2020,28886,Gasoline,3.5,6-Speed Automatic,Gray,Gray,None reported,Yes,35645,6,1.233946065704296,0,0,Moderate
Mercedes-Benz,GLE 350 Base,2020,26293,Gasoline,2.0,Automatic,designo Diamond White Bright,Macchiato/Magmagrey,None reported,Yes,49998,6,1.901498440708907,1,0,Moderate
Chevrolet,Camaro 2SS,2017,62000,Gasoline,455.0,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,34500,9,0.5564426380219674,0,0,Moderate
Jaguar,XF 35t Prestige,2017,101453,Gasoline,340.0,A/T,White,Beige,At least 1 accident or damage reported,Yes,18500,9,0.18234865061998543,1,1,Moderate
RAM,3500 Laramie,2013,106385,Diesel,385.0,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,42900,13,0.40324854774124413,0,1,Old
BMW,335 is,2012,86629,Gasoline,320.0,7-Speed A/T,White,Red,None reported,Yes,20995,14,0.2423525337642849,1,0,Old
Audi,S6 4.0T Premium Plus,2018,61258,Gasoline,450.0,7-Speed A/T,White,Black,None reported,Yes,49999,8,0.8161902740821757,1,0,Moderate
Chrysler,300 S,2014,121500,Gasoline,363.0,5-Speed A/T,Blue,Black,None reported,Yes,15999,12,0.13167792857671953,0,1,Old
GMC,Sierra 1500 AT4,2022,100,Diesel,277.0,10-Speed A/T,White,Black,None reported,Yes,62499,4,618.8019801980198,0,0,New
Chrysler,200 C,2015,170000,E85 Flex Fuel,295.0,9-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,5995,11,0.035264498444126796,0,1,Old
MINI,Cooper S Base,2006,95000,Gasoline,168.0,6-Speed M/T,Gray,–,None reported,Yes,12500,20,0.13157756234144904,0,0,Old
Toyota,Venza XLE,2013,103466,Gasoline,268.0,A/T,White,Gray,At least 1 accident or damage reported,Yes,14200,13,0.13724182589617945,0,1,Old
Toyota,Camry Hybrid Base,2011,133121,Hybrid,147.0,A/T,White,White,At least 1 accident or damage reported,Yes,7900,15,0.05934406033563198,0,1,Old
Chevrolet,Tahoe LT,2012,162731,E85 Flex Fuel,320.0,A/T,Brown,Gray,None reported,Yes,14500,14,0.08910355676818327,0,1,Old
Mercedes-Benz,CLS-Class CLS 63 AMG S-Model 4MATIC,2014,64500,Gasoline,577.0,7-Speed A/T,Silver,Black,None reported,Yes,37500,12,0.5813863350955799,1,0,Old
Porsche,Macan S,2015,80300,Gasoline,340.0,7-Speed A/T,Gray,Beige,None reported,Yes,23999,11,0.2988630278576855,1,0,Old
Ford,F-150 XLT SuperCab,2004,187000,Gasoline,300.0,A/T,Beige,Beige,None reported,Yes,6299,22,0.03368431184859974,0,1,Very Old
Subaru,Outback 2.5 i Special Edition,2009,181870,Gasoline,169.0,A/T,Black,Black,None reported,Yes,6500,17,0.03573961764107527,0,1,Old
GMC,Sierra 2500 AT4,2022,22600,Diesel,6.6,Automatic,Ebony Twilight Metallic,Jet Black,None reported,Yes,76740,4,3.3954249811955224,0,0,New
BMW,X5 xDrive40i,2020,37000,Gasoline,335.0,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,50000,6,1.351314829328937,1,0,Moderate
Porsche,Taycan Base,2022,9728,Gasoline,375.0,A/T,White,Beige,None reported,Yes,89000,4,9.147908315345873,1,0,New
Lexus,GX 470 Base,2006,152000,Gasoline,263.0,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,13995,20,0.0920717626857718,1,1,Old
Ford,F-150 Heritage XL SuperCab Flareside,2004,60260,Gasoline,380.0,4-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,30500,22,0.5061316606096812,0,0,Very Old
Mazda,MazdaSpeed Miata MX-5 Base,2004,33362,Gasoline,178.0,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,17599,22,0.5275005245331655,0,0,Very Old
GMC,Acadia Denali,2021,47907,Gasoline,3.6,9-Speed Automatic,Ebony Twilight Metallic,Jet Black,None reported,Yes,38436,5,0.802287718126409,0,0,New
Mercedes-Benz,Metris Base,2016,17340,Gasoline,208.0,A/T,White,Black,None reported,Yes,29000,10,1.6723372354535493,1,0,Moderate
Ford,Expedition EL XLT,2011,195500,E85 Flex Fuel,310.0,6-Speed A/T,White,Beige,None reported,Yes,8999,15,0.046030455087186256,0,1,Old
Chevrolet,Monte Carlo SS,2000,74000,Gasoline,200.0,4-Speed A/T,Red,–,None reported,Yes,4700,26,0.06351265523438872,0,0,Very Old
RAM,1500 Big Horn,2015,140500,Gasoline,395.0,8-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,14000,11,0.09964341890805048,0,1,Old
Lexus,IS-F Base,2010,77400,Gasoline,416.0,8-Speed A/T,White,Red,At least 1 accident or damage reported,Yes,34500,16,0.4457306753142724,1,0,Old
Ford,Utility Police Interceptor Base,2017,118000,Gasoline,365.0,6-Speed A/T,Black,Black,None reported,Yes,15000,9,0.12711756680028136,0,1,Moderate
Cadillac,Escalade ESV Luxury,2016,146200,Gasoline,420.0,8-Speed A/T,White,Beige,None reported,Yes,24500,10,0.16757751314970487,0,1,Moderate
Tesla,Model Y Performance,2020,39000,Gasoline,455.0,1-Speed A/T,Silver,Black,None reported,Yes,43000,6,1.1025358324145536,1,0,Moderate
Chevrolet,Avalanche 1500 LS,2005,130000,E85 Flex Fuel,295.0,A/T,Red,Gray,None reported,Yes,7200,21,0.0553841893523896,0,1,Very Old
Ford,F-150 Lariat,2021,33080,Gasoline,325.0,10-Speed A/T,White,Black,None reported,Yes,47850,5,1.4464496236510385,0,0,New
Mercedes-Benz,GLB 250 Base 4MATIC,2023,1219,Gasoline,2.0,Automatic,Midnight Black,Classic Red,None reported,Yes,46479,3,38.09754098360656,1,0,New
Jeep,Wrangler Sport,2016,41000,Gasoline,285.0,5-Speed A/T,White,Black,None reported,Yes,25000,10,0.6097412258237604,0,0,Moderate
Nissan,350Z Touring,2004,110897,Gasoline,287.0,6-Speed M/T,Black,Orange,At least 1 accident or damage reported,Yes,11500,22,0.10369889447961189,0,1,Very Old
Chevrolet,Corvette Z06,2016,49000,Gasoline,650.0,7-Speed M/T,Orange,–,None reported,Yes,75000,10,1.530581008550846,0,0,Moderate
Pontiac,Solstice GXP,2007,47000,Gasoline,260.0,5-Speed M/T,Black,Black,None reported,Yes,13300,19,0.28297270270845304,0,0,Old
Hyundai,Sonata SE,2018,57690,Gasoline,185.0,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,15900,8,0.2756062470749337,0,0,Moderate
Lincoln,Navigator Reserve,2018,54000,Gasoline,450.0,10-Speed A/T,Brown,Orange,At least 1 accident or damage reported,Yes,46500,8,0.8610951649043537,0,0,Moderate
Nissan,Maxima SL,2007,101600,Gasoline,255.0,A/T,Silver,Black,None reported,Yes,6700,19,0.06594423283235401,0,1,Old
Ford,Ranger XLT,2021,89000,Gasoline,270.0,10-Speed A/T,Black,Black,None reported,Yes,34000,5,0.3820181795710161,0,0,New
Jaguar,XE 35t Premium,2017,55000,Gasoline,340.0,A/T,Gray,Black,None reported,Yes,25000,9,0.45453719023290484,1,0,Moderate
Lincoln,MKZ Reserve,2017,71964,Gasoline,240.0,6-Speed A/T,Blue,Black,None reported,Yes,18750,9,0.2605433196692837,0,0,Moderate
Cadillac,Escalade ESV Platinum,2020,92000,Gasoline,420.0,A/T,Black,Black,None reported,Yes,50000,6,0.5434723535613744,0,0,Moderate
Ford,Fusion SE,2012,160000,E85 Flex Fuel,240.0,A/T,Gray,Black,None reported,Yes,4500,14,0.028124824219848625,0,1,Old
Mercedes-Benz,E-Class E 350,2012,95816,Gasoline,302.0,7-Speed A/T,White,Beige,None reported,Yes,12000,14,0.12523873634115032,1,0,Old
Jeep,Wrangler Unlimited Sport,2014,132600,Gasoline,285.0,5-Speed A/T,White,–,At least 1 accident or damage reported,Yes,17000,12,0.1282041613562492,0,1,Old
Jeep,Wrangler Sport,2010,149460,Gasoline,202.0,4-Speed A/T,Black,Black,None reported,Yes,10700,16,0.07159058215855642,0,1,Old
Jeep,Wrangler Sport,2011,109646,Gasoline,3.8,4-Speed Automatic,Mango Tango Pearlcoat,Black,None reported,Yes,16998,15,0.15502476127937836,0,1,Old
Acura,MDX 3.5L w/Technology Package,2019,90605,Gasoline,3.5,Automatic,White,Parchment,None reported,Yes,27698,7,0.3056971944462839,0,0,Moderate
Volkswagen,Jetta 1.4T S,2019,59000,Gasoline,147.0,A/T,Gray,Black,None reported,Yes,17000,7,0.288130709648989,0,0,Moderate
Chevrolet,Camaro Z28,2002,48000,Gasoline,310.0,A/T,White,Black,None reported,Yes,21999,24,0.45830295202183285,0,0,Very Old
Chevrolet,Corvette Z06,2016,41500,Gasoline,650.0,7-Speed M/T,White,Black,None reported,Yes,66000,10,1.590323124743982,0,0,Moderate
Porsche,Cayman R,2012,54000,Gasoline,330.0,7-Speed A/T,Black,Gray,None reported,Yes,75000,14,1.3888631692005704,1,0,Old
Porsche,Cayenne Base,2018,70455,Gasoline,300.0,8-Speed A/T,White,Black,None reported,Yes,45855,8,0.650831724764392,1,0,Moderate
Subaru,Crosstrek 2.0i Limited,2018,84054,Gasoline,152.0,CVT Transmission,Gray,Black,None reported,Yes,21499,8,0.25577300577003154,0,0,Moderate
BMW,750 Li,2007,114528,Gasoline,360.0,A/T,Black,Black,None reported,Yes,9000,19,0.07858271704109876,1,1,Old
Jeep,Wrangler Sahara,2013,111850,Gasoline,285.0,A/T,Red,Black,At least 1 accident or damage reported,Yes,26500,13,0.23692233417671724,0,1,Old
GMC,Sierra 2500 AT4,2020,52673,Diesel,445.0,6-Speed A/T,Black,Beige,None reported,Yes,69500,6,1.3194365341534724,0,0,Moderate
BMW,X3 M AWD,2021,31500,Gasoline,473.0,8-Speed A/T,Black,Black,None reported,Yes,54500,5,1.7301038062283738,1,0,New
BMW,335 i,2011,73000,Gasoline,300.0,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,16000,15,0.21917507979342749,1,0,Old
Jeep,Wrangler Unlimited Sahara,2019,59692,Gasoline,285.0,8-Speed A/T,Gray,Black,None reported,Yes,35900,7,0.60141055065083,0,0,Moderate
Toyota,Corolla S Plus,2016,68364,Gasoline,132.0,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,16000,10,0.23403788488261537,0,0,Moderate
Land,Rover Discovery HSE LUXURY,2017,47200,Gasoline,340.0,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,29000,9,0.6143937628440076,1,0,Moderate
Mercedes-Benz,E-Class E 450 4MATIC,2021,18000,Hybrid,362.0,9-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,62000,5,3.4442530970501637,1,0,New
Ford,Fusion Hybrid Base,2012,158366,Hybrid,191.0,A/T,Gray,Black,At least 1 accident or damage reported,Yes,8250,14,0.05209418628881017,0,1,Old
BMW,X1 xDrive 28i,2017,49700,Gasoline,228.0,8-Speed A/T,Blue,Black,None reported,Yes,26000,9,0.5231283072775196,1,0,Moderate
GMC,Terrain SLE,2010,81500,Gasoline,182.0,A/T,Brown,Gray,None reported,Yes,12250,16,0.15030490423430387,0,0,Old
BMW,i3 120Ah w/Range Extender,2019,16975,Gasoline,170.0,A/T,Black,Black,None reported,Yes,26990,7,1.5898916116870876,1,0,Moderate
Ford,Mustang SVT Cobra,2003,16100,Gasoline,390.0,M/T,Red,Beige,None reported,Yes,35500,23,2.204831998012546,0,0,Very Old
Land,Rover Range Rover Supercharged LWB,2020,54225,Gasoline,518.0,A/T,White,White,None reported,Yes,67500,6,1.2447903219857632,1,0,Moderate
RAM,2500 Big Horn,2016,89500,Gasoline,410.0,A/T,Black,Gray,None reported,Yes,35000,10,0.391057083161082,0,0,Moderate
Ford,E250 Cargo,2013,87501,E85 Flex Fuel,225.0,4-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,17777,13,0.2031610706041005,0,0,Old
MINI,Countryman Cooper S ALL4,2018,12370,Gasoline,189.0,8-Speed A/T,Blue,Black,None reported,Yes,28900,8,2.336108641176946,0,0,Moderate
RAM,1500 Classic Tradesman,2019,12466,Gasoline,395.0,8-Speed A/T,Gray,Gray,None reported,Yes,28995,7,2.32573995347718,0,0,Moderate
Volvo,C70 T5,2011,199000,Gasoline,227.0,Transmission w/Dual Shift Mode,Red,Beige,At least 1 accident or damage reported,Yes,5500,15,0.0276380520700901,0,1,Old
Mercedes-Benz,SL-Class SL600 Roadster,2007,78200,Gasoline,510.0,5-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,22999,19,0.29410109845142646,1,0,Old
Toyota,Camry Hybrid XLE,2018,22000,Hybrid,208.0,A/T,White,Beige,None reported,Yes,29500,8,1.3408481432662152,0,0,Moderate
GMC,Acadia SLE-2,2016,100795,Gasoline,3.6,6-Speed Automatic,White Frost Tri-Coat,Ebony,At least 1 accident or damage reported,Yes,12995,10,0.1289237668161435,0,1,Moderate
Chevrolet,Impala 1LT,2019,99941,Gasoline,3.6,6-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,Yes,17816,7,0.17826339276780534,0,0,Moderate
Jeep,Grand Cherokee L Laredo,2021,23588,Gasoline,3.6,8-Speed Automatic,Metallic,Global Black,None reported,Yes,38633,5,1.6377548857518336,0,0,New
Jeep,Liberty Sport,2003,103000,Gasoline,210.0,A/T,Black,Gray,None reported,Yes,5200,23,0.05048494674808982,0,1,Very Old
Jaguar,XF Luxury,2009,91491,Gasoline,300.0,6-Speed A/T,Blue,Beige,None reported,Yes,7000,17,0.07650942158877279,1,0,Old
Honda,Civic Sport,2020,23131,Gasoline,2.0,Automatic CVT,Crystal Black Pearl,Black,At least 1 accident or damage reported,Yes,23739,6,1.026240705516168,0,0,Moderate
Subaru,Outback 2.5i Premium,2019,77000,Gasoline,175.0,CVT Transmission,Gray,Gray,At least 1 accident or damage reported,Yes,18749,7,0.2434903442812431,0,0,Moderate
Land,Rover Range Rover Sport HSE Dynamic,2019,20500,Gasoline,380.0,A/T,White,White,None reported,Yes,76000,7,3.7071362372567194,1,0,Moderate
Tesla,Model Y Long Range,2022,500,Gasoline,425.0,A/T,White,Black,None reported,Yes,45900,4,91.61676646706587,1,0,New
Lexus,ES 350 Base,2019,49810,Gasoline,302.0,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,33900,7,0.6805725642930276,1,0,Moderate
Honda,CR-V Touring,2022,20229,Gasoline,1.5,Automatic CVT,Black,Black,None reported,Yes,36727,4,1.8154720711814138,0,0,New
Alfa,Romeo Giulia Quadrifoglio,2021,10558,Gasoline,505.0,8-Speed A/T,White,Black,None reported,Yes,75000,5,7.102945354673738,0,0,New
BMW,330 i,2005,59300,Gasoline,225.0,M/T,Red,Black,None reported,Yes,30900,21,0.5210704709869985,1,0,Very Old
Maybach,Type 57 Base,2004,34254,Gasoline,543.0,5-Speed A/T,Brown,–,None reported,Yes,64250,22,1.875638592906145,0,0,Very Old
Lexus,ES 250 Base,2021,24364,Gasoline,2.5,Automatic,Eminent White Pearl,Chateau,None reported,Yes,37998,5,1.5595321157397908,1,0,New
Mercedes-Benz,Sprinter 2500,2016,139200,Diesel,161.0,A/T,White,Black,At least 1 accident or damage reported,Yes,22000,10,0.15804484163188484,1,1,Moderate
Mercedes-Benz,E-Class E 350,2012,82046,Gasoline,302.0,7-Speed A/T,Black,Beige,None reported,Yes,13999,14,0.1706217168208466,1,0,Old
RAM,1500 Tradesman/Express,2017,26269,E85 Flex Fuel,3.6,8-Speed Automatic,Bright White Clearcoat,Black,At least 1 accident or damage reported,Yes,25307,9,0.9633422154548915,0,0,Moderate
Mazda,CX-9 Touring,2016,127131,Gasoline,227.0,A/T,Brown,–,At least 1 accident or damage reported,Yes,16770,10,0.1319101406412233,0,1,Moderate
BMW,X3 xDrive30i,2021,27000,Gasoline,248.0,8-Speed A/T,Black,Brown,None reported,Yes,38400,5,1.4221695492759527,1,0,New
Jeep,Grand Cherokee Limited,2015,93400,E85 Flex Fuel,290.0,A/T,White,Black,None reported,Yes,18900,11,0.20235329386195008,0,0,Old
BMW,X7 xDrive40i,2021,9200,Hybrid,335.0,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,71200,5,7.738289316378655,1,0,New
Mercedes-Benz,SL-Class SL 550,2014,76850,Gasoline,429.0,7-Speed A/T,Brown,Beige,At least 1 accident or damage reported,Yes,32999,12,0.42938933780952754,1,0,Old
Bentley,Continental GT W12,2016,61160,Gasoline,582.0,A/T,Black,Black,At least 1 accident or damage reported,Yes,98000,10,1.6023282810941613,1,0,Moderate
Jeep,Wrangler Unlimited,2005,146000,Gasoline,190.0,A/T,Red,Black,At least 1 accident or damage reported,Yes,15900,21,0.10890336367559127,0,1,Very Old
Volkswagen,Golf SportWagen TSI SE,2017,33850,Gasoline,170.0,6-Speed A/T,Blue,Beige,None reported,Yes,16500,9,0.4874302088564592,0,0,Moderate
Jeep,Wrangler Unlimited Sahara,2020,61830,Gasoline,2.0,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,At least 1 accident or damage reported,Yes,39860,6,0.6446604454076434,0,0,Moderate
Kia,Sorento SXL,2017,108559,Gasoline,3.3,6-Speed Automatic,Titanium Silver,Satin Black,None reported,Yes,15998,9,0.14736551215917465,0,1,Moderate
Lexus,LS 430 Base,2006,192000,Gasoline,278.0,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,7390,20,0.038489382867797566,1,1,Old
Mercedes-Benz,E-Class E 350 4MATIC,2014,83112,Gasoline,302.0,7-Speed A/T,Black,Black,None reported,Yes,15500,12,0.1864930877239421,1,0,Old
Tesla,Model X 75D,2016,52000,Gasoline,518.0,A/T,Black,Beige,None reported,Yes,52000,10,0.9999807696005846,1,0,Moderate
RAM,1500 Rebel,2020,57300,Gasoline,395.0,8-Speed A/T,Black,Black,None reported,Yes,43500,6,0.7591490549903143,0,0,Moderate
MINI,Cooper Base,2008,104500,Gasoline,118.0,6-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,4100,18,0.039234074315078325,0,1,Old
Jeep,Cherokee Sport,1996,170552,Gasoline,190.0,4-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,6500,30,0.03811132023476573,0,1,Very Old
Ford,Mustang GT Premium,2013,18000,Gasoline,412.0,6-Speed A/T,Silver,Black,None reported,Yes,29000,13,1.6110216099105605,0,0,Old
Lincoln,Navigator Reserve,2019,39000,Gasoline,450.0,10-Speed A/T,Black,Black,None reported,Yes,51999,7,1.3332735058075433,0,0,Moderate
Jeep,Gladiator Rubicon,2020,38000,Gasoline,285.0,8-Speed A/T,Black,Black,None reported,Yes,45000,6,1.1841793637009552,0,0,Moderate
Honda,Civic EX,2012,167506,Gasoline,140.0,A/T,Black,–,None reported,Yes,6500,14,0.038804348474989106,0,1,Old
Jeep,Grand Cherokee Laredo,2012,166000,E85 Flex Fuel,290.0,A/T,White,Gray,At least 1 accident or damage reported,Yes,13000,14,0.07831278124830574,0,1,Old
Land,Rover Defender SE,2022,46000,Hybrid,395.0,8-Speed A/T,Green,Beige,None reported,Yes,75000,4,1.6303993391448013,1,0,New
Hummer,H3 Base,2007,201000,Gasoline,242.0,A/T,White,Black,At least 1 accident or damage reported,Yes,7200,19,0.03582071730986413,0,1,Old
Kia,Sportage LX,2014,87000,Gasoline,182.0,A/T,Black,Black,At least 1 accident or damage reported,Yes,8900,12,0.1022976747393708,0,0,Old
GMC,Yukon XL 1500 SLT,2015,145000,Gasoline,355.0,6-Speed A/T,White,Beige,None reported,Yes,24950,11,0.17206777884290453,0,1,Old
Jeep,Wrangler Unlimited Sport,2020,33060,Gasoline,285.0,8-Speed A/T,White,Black,None reported,Yes,36500,6,1.1040198421100391,0,0,Moderate
Tesla,Model S Long Range Plus,2021,10550,Gasoline,557.0,A/T,Gray,Black,None reported,Yes,67800,5,6.42593119135627,1,0,New
Audi,A6 3.0T Prestige,2014,89500,Gasoline,310.0,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,18000,12,0.20111507133998502,1,0,Old
Jeep,Wrangler 80th Anniversary,2021,27000,Hybrid,285.0,8-Speed A/T,Red,Black,None reported,Yes,37500,5,1.3888374504647976,0,0,New
Jeep,Wrangler Sport,2010,87250,Gasoline,202.0,6-Speed M/T,Blue,Black,None reported,Yes,18500,16,0.21203195378849526,0,0,Old
Volkswagen,CC 2.0T Sport,2016,76495,Gasoline,200.0,A/T,White,Black,At least 1 accident or damage reported,Yes,13000,10,0.16994352645889982,0,0,Moderate
Cadillac,SRX Luxury Collection,2016,70503,Gasoline,308.0,6-Speed A/T,Silver,Beige,None reported,Yes,15500,10,0.21984568251446726,0,0,Moderate
Porsche,Cayenne Turbo,2009,41965,Gasoline,500.0,Transmission w/Dual Shift Mode,Black,Beige,At least 1 accident or damage reported,Yes,35000,17,0.8340084830577134,1,0,Old
Mitsubishi,Eclipse GT,2003,146000,Gasoline,200.0,4-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,4200,23,0.028766926253929768,0,1,Very Old
Chevrolet,Corvette Stingray w/1LT,2023,9000,Gasoline,490.0,8-Speed A/T,White,White,None reported,Yes,82500,3,9.1656482613043,0,0,New
Toyota,GR86 Premium,2022,1050,Gasoline,228.0,6-Speed A/T,Gray,Black,None reported,Yes,40000,4,38.05899143672693,0,0,New
Land,Rover Range Rover P525 Westminster,2021,22270,Gasoline,5.0,8-Speed Automatic,Gray,Ebony,None reported,Yes,89900,5,4.036639576130394,1,0,New
Ford,Mustang GT Premium,2012,19900,Gasoline,412.0,6-Speed A/T,White,Black,None reported,Yes,26500,14,1.3315913773177228,0,0,Old
Tesla,Model Y Long Range,2020,19800,Gasoline,425.0,1-Speed A/T,White,White,None reported,Yes,44990,6,2.272107469319731,1,0,Moderate
RAM,1500 Sport,2012,113500,Gasoline,390.0,A/T,Black,Black,None reported,Yes,17900,14,0.15770786160474357,0,1,Old
INFINITI,Q60 3.0t Red Sport 400,2022,3300,Gasoline,400.0,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,54000,4,16.35867918812481,0,0,New
Volkswagen,e-Golf SE,2016,41615,Gasoline,115.0,1-Speed A/T,Blue,Gray,None reported,Yes,12000,10,0.28835063437139563,0,0,Moderate
Tesla,Model X Long Range,2022,11860,Gasoline,670.0,A/T,White,White,None reported,Yes,92500,4,7.798667903212208,1,0,New
